ID,INTERVIEW_DATE_DD,INTERVIEW_DATE_MM,INTERVIEW_DATE_YYYY,PSU,DISTRICT,LOCATION_TYPE,SUPERVISOR,INTERVIEWER,GPS_LATITUDE,GPS_LONGITUDE,GPS_ACCURACY,INTERVIEWER_VISITS,CUSTOMER_NUMBER,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14_YEARS,Q14_MONTHS,Q15,Q16_INVENTORY,Q16_SALE,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_1A,Q21_1B,Q21_1C,Q22,Q22_1,Q22_2,Q22_3,Q23_1,Q23_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_1_N,Q32_2,Q32_2_N,Q32_3,Q32_3_N,Q32_4,Q32_4_N,Q32_5,Q32_5_N,Q32_6,Q32_6_N,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q34,Q35,Q36,Q37,Q38,Q39,Q39_PERSONAL_AMOUNT,Q39_BUSINESS_AMOUNT,Q40,Q41_FEATURE_PHONE,Q41_SMART_PHONE,Q41_NO_PHONE,Q42,Q43_FEATURE_PHONE,Q43_SMARTPHONE,Q44_FEATURE_PHONE,Q44_SMARTPHONE,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q46_1,Q46_2,Q46_INTERNET,Q46_WIFI,Q47_1,Q47_2,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_KM,Q55_TIME,Q55_COST,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q60_1,Q60_2,Q60_3,Q61,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q63_9,Q63_10,Q63_11,Q63_98,Q63_99,Q63,Q64,Q65,Q66_1,Q66_2,Q66_3,Q67,Q67_PERCENT,Q68,Q69,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_98,Q70_99,Q70,Q71,Q72,Q73_1,Q73_2,Q73_3,Q73_4,Q73_5,Q73_6,Q73_7,Q74,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q75_7,Q76,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q78_7,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q82_1,Q82_2,Q82_3,Q82_4,Q82_5,Q82_6,DL14,DL15,DL16,DL17,DL18,DL19,DL20,DL21,DL22,DL23
576,12,1,2018,116,Gopalganj,Rural,Md. Sirajul Islam,Shamim Ahsan,,,,Visit 1,14,Yes,29,Male,Married,Yes,Secondary education not completed (class 6-9),8,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Livestock,,,,,,,7,Edible oil,Cigarette,Detergent powder,Tooth paste,Soft drinks/ Beverage,Yes,9,,Another micro-merchant business,100000,110000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,150,50,Marketing,Technical training (e.g. on the job training),,,,,Finance,Marketing,Technical training (e.g. on the job training),,,,"Yes, regularly",21-30%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,5,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Everyday,Once a week,,Once a month,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,No,,,,No,2,0,6,Yes,1,0,80,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",1.5,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not know how to make payment through mobile phone,,,,,,,No,It is convenient,It is safer than cash money,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband major/ wife minor,Husband major/ wife minor,Equal contributions,One,No,No,Three or more,Mud brick or C.I. sheet/wood,No,Two or more,Two or more,No,No
577,12,1,2018,116,Gopalganj,Rural,Md. Sirajul Islam,Shamim Ahsan,,,,Visit 1,4,Yes,52,Male,Married,Yes,Secondary education not completed (class 6-9),3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Cigarette,Chips,Soft drinks/ Beverage,Kerosene,Yes,27,,Another micro-merchant business,50000,40000,Access to finance,Energy connection,Poor physical infrastructure,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,60,28,Finance,,,,,,Finance,Finding and advise on equipment and technology,,,,,Rarely,1-10%,Keep it at home/room,Reinvest in Business,,,,,Strongly agree,Agree somewhat,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,12,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Everyday,Once a week,,Once a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,Yes,From a village Level savings Group,,60000,Yes,2,0,1,Yes,1,0,60,,Made/receive calls,,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I had to send money to or receive money from another person,,1.5,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't know the benefits of insurance,,,,,,,Yes,Co-operative,,,,,,,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,None,No members 6-to-12,No,Three or more,Brick/cement,No,Two or more,Two or more,No,No
578,12,1,2018,116,Gopalganj,Rural,Md. Sirajul Islam,Shamim Ahsan,,,,Visit 1,5,Yes,26,Male,Single/ never married,Yes,Primary education completed,3,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,Poultry,,,,,,7,Rice,Dal/Pulses,Flour,Edible oil,Sugar/ Molasses,Yes,2,,Full time employee,150000,180000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,150,50,Technical training (e.g. on the job training),,,,,,Finance,Technical training (e.g. on the job training),Finding and advise on equipment and technology,,,,"Yes, sometimes",11-20%,Keep it at home/room,Keep it at store,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Keep accounts for credit sale,No,Company distributor,10,,,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Once a week,,,Once a month,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,2,1,0,Yes,0,1,,150,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,1000,,Phone runs out of battery,Network connectivity problem / poor mobile service,No,,,,,,I do not have money/I do not have money to make any transactions with such an account,1.5,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not feel the need,,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Don't know the benefits of insurance,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None,No members 6-to-12,No,Three or more,Mud brick or C.I. sheet/wood,No,Two or more,Two or more,No,Yes
579,12,1,2018,116,Gopalganj,Rural,Md. Sirajul Islam,Shamim Ahsan,,,,Visit 1,9,Yes,27,Male,Married,Yes,Secondary education not completed (class 6-9),10,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,Poultry,,,,,,7,Rice,Dal/Pulses,Edible oil,Toilet soap,Sugar/ Molasses,Yes,12,,Student,300000,320000,Access to finance,,,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,150,50,No training needed/ Not applicable,,,,,,Finance,,,,,,"Yes, regularly",21-30%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Agree somewhat,Disagree somewhat,Strongly agree,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,,,,,Large store in nearby haat/ Large store in same/nearby area,5,,,,,Everyday,,,Twice a  week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",1-10%,No,,,,No,1,1,8,Yes,1,0,90,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Phone not working properly (other than connectivity issues),Ran out of balance (airtime) without using,Yes,Personal account,In the past 7 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,1.5,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No trust on this service,,,,,,,No,It is convenient,It is safer than cash money,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Equal contributions,One,No,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,Yes
580,12,1,2018,116,Gopalganj,Rural,Md. Sirajul Islam,Shamim Ahsan,,,,Visit 1,6,Yes,28,Male,Single/ never married,Yes,Secondary education not completed (class 6-9),6,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Receive money from migrant family members (Remittances),,,,,,,7,Edible oil,Cigarette,Chips,Packet biscuit,Soft drinks/ Beverage,Yes,2,,Full time employee,70000,30000,Access to finance,"Insufficient knowledge, information, business experience",,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,45,20,Marketing,Finding and advise on equipment and technology,,,,,Finance,Marketing,,,,,"Yes, sometimes",41-50%,Keep it at home/room,Keep it at store,Reinvest in Business,,,,Agree somewhat,Agree somewhat,Agree somewhat,Strongly agree,Write it to my account book daily,Yes,Company distributor,5,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Once in every 2 weeks,3 times a week,,Once in every 2 weeks,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",31-40%,Yes,From a village Level savings Group,,100000,Yes,3,1,2,Yes,1,0,140,,Made/receive calls,Send/Receive SMS Text messages,Use bKash/Rocket and other  mobile money transactions,,,,,Do not use internet,,,,Phone runs out of battery,Network connectivity problem / poor mobile service,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I had to send money to or receive money from another person,,1.5,10,10,Yes,Yes,bKash,,,,,Money canbe sent fast,Money remains secured,,Network Problem,Money can be sent to wrong number,,Yes,In the past 30 days,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Small business/shop,,,,,,Yes,Co-operative,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None,No members 6-to-12,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,Yes,No
581,15,1,2018,117,Gazipur,Rural,Md. Nurul Islam,Mijanur Rahman,,,,Visit 1,5,Yes,32,Male,Married,Yes,Secondary education not completed (class 6-9),3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Toilet soap,Chips,Bakery biscuits,Milk powder,Yes,9,,Unemployed,40000,45000,Access to finance,"Gender, ethnic and other social norms or psychological issues",,,,Single proprietorship,Own,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,60,20,Finance,Technical training (e.g. on the job training),,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, sometimes",11-20%,Keep it at home/room,Keep it at store,Reinvest in Business,,,,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,15,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,2,,,,,Twice a  week,Everyday,,3 times a week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,,250000,Yes,2,0,1,Yes,1,0,50,,Made/receive calls,Send/Receive SMS Text messages,Use bKash/Rocket and other  mobile money transactions,,,,,Do not use internet,,,,Phone not working properly (other than connectivity issues),,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,Someone I know has a bank account and they recommended I open one,,1,15,10,Yes,Yes,bKash,,,,,Money canbe sent fast,Money remains secured,,Money can be sent to wrong number,,,No,In the past 7 days,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Sending to a wrong number,No,,,,,,,,,,,,,,,,,,,,No,Fee is too high,Transaction limit is too low,Do not know how to make payment through mobile phone,,,,,No,It is free,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Micro-credit group,,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,One,Yes,No,Two,Brick/cement,Yes,Two or more,Two or more,No,No
582,15,1,2018,117,Gazipur,Rural,Md. Nurul Islam,Mijanur Rahman,,,,Visit 1,17,Yes,27,Male,Single/ never married,Yes,Secondary education not completed (class 6-9),5,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Agriculture,,,,,,,7,Flour,Cigarette,Toilet soap,Detergent powder,Tea/Coffee,Yes,2,,Unemployed,100000,120000,Do not face any problem,,,,,Single proprietorship,Rent,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0,220,100,Finance,"Accounting, taxation, bookkeeping",,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, sometimes",11-20%,Keep it at home/room,Keep it at store,Give it to someone for safekeeping,Spend it immediately for personal expenses,Reinvest in Business,,Agree somewhat,Disagree somewhat,Strongly disagree,Strongly agree,Write it to my account book daily,No,Company distributor,25,Directly from the company/manufacturer,4,Wholesaler in wholesale market,1,,,Independent distributor,1,,,Everyday,Everyday,3 times a week,,Once a week,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,4,1,0,Yes,0,1,,120,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,50,,Phone not working properly (other than connectivity issues),Ran out of balance (airtime) without using,No,,,,,,Banks are not reliable,1,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,No trust on this service,I do not trust system,,,,,No,It is convenient,It is possible to pay remote payments through this,It offers campaigns and discounts for customers,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None,No members 6-to-12,Yes,Two,Brick/cement,Yes,Two or more,Two or more,No,Yes
583,15,1,2018,117,Gazipur,Rural,Md. Nurul Islam,Mijanur Rahman,,,,Visit 1,9,Yes,52,Male,Married,Yes,Primary education completed,5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Flour,Egg,Cream/Snow,Milk powder,Yes,1,,Another micro-merchant business,90000,100000,Access to finance,Energy connection,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,1,0,0,1,100,30,Finance,Technical training (e.g. on the job training),,,,,Finance,Marketing,,,,,"Yes, regularly",51-60%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Agree somewhat,Strongly agree,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,20,Directly from the company/manufacturer,1,Wholesaler in wholesale market,2,,,Independent distributor,4,,,Everyday,Everyday,3 times a week,,Once a week,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,0,4,Yes,1,0,50,,Made/receive calls,,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,No,,,,,,I do not have money/I do not have money to make any transactions with such an account,2,20,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,It's difficult/inconvenient to use,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Don't know the benefits of insurance,,,,,,No,,,,,,,,Wife major/ Husband minor,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,One,Yes,No,One,Brick/cement,No,One,One,No,No
584,15,1,2018,117,Gazipur,Rural,Md. Nurul Islam,Mijanur Rahman,,,,Visit 1,11,Yes,38,Male,Married,Yes,Secondary education not completed (class 6-9),3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Flour,Bread,Bakery biscuits,Yes,16,,Full time employee,470000,500000,Access to finance,Energy connection,"Gender, ethnic and other social norms or psychological issues",,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,180,60,Finance,,,,,,Finance,"Legal support, Issues related registering and licensing of business",Business plan writing,,,,"Yes, regularly",11-20%,Keep it at home/room,Keep it at store,Give it to someone for safekeeping,Reinvest in Business,,,Agree somewhat,Agree somewhat,Agree somewhat,Strongly agree,Write it to my account book daily,No,Company distributor,22,Directly from the company/manufacturer,5,,,Large store in nearby haat/ Large store in same/nearby area,3,Independent distributor,4,,,Everyday,Once a week,,Twice a  week,Once in every 2 weeks,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,Yes,From a Micro-finance institution,,400000,Yes,1,1,1,Yes,1,0,80,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,"Phone runs out of storage (space for saving picture, apps and other information)",Ran out of balance (airtime) without using,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,1,15,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,It's difficult/inconvenient to use,,,,,,No,It is convenient,It is possible to pay remote payments through this,It offers campaigns and discounts for customers,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,,,,,,,Yes,Micro-credit group,,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,One,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,Yes
585,15,1,2018,117,Gazipur,Rural,Md. Nurul Islam,Mijanur Rahman,,,,Visit 1,5,Yes,58,Male,Married,Yes,Secondary education not completed (class 6-9),5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Flour,Edible oil,Egg,Sugar/ Molasses,Yes,4,,Another micro-merchant business,75000,80000,Monitoring and inspections by regulatory bodies,Capital decreases due to selling products on credit,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,120,50,Finance,Marketing,,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, regularly",31-40%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Deposit it in Cooperative,Reinvest in Business,,Disagree somewhat,Strongly agree,Disagree somewhat,Disagree somewhat,Write it to my account book daily,No,Company distributor,10,,,,,Large store in nearby haat/ Large store in same/nearby area,2,Independent distributor,1,,,Everyday,,,Twice a  week,Once a week,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,2,0,3,Yes,1,0,100,,Made/receive calls,,,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,No,,,,,,I do not have money/I do not have money to make any transactions with such an account,1,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not know how to make payment through mobile phone,,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,None,No members 6-to-12,Yes,Two,Brick/cement,Yes,Two or more,Two or more,No,No
586,17,1,2018,118,Gazipur,Rural,Md. Nurul Islam,Rojina Akhter Akhi,,,,Visit 1,9,Yes,30,Male,Married,Yes,Secondary education not completed (class 6-9),5,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Cigarette,Milk powder,Tea/Coffee,Sugar/ Molasses,Yes,7,,Full time employee,200000,220000,Access to finance,Poor physical infrastructure,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,50,30,No training needed/ Not applicable,,,,,,No support service needed/ Not applicable,,,,,,"Yes, regularly",41-50%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Strongly agree,Agree somewhat,Strongly disagree,Strongly agree,Keep accounts for credit sale,No,Company distributor,10,,,Wholesaler in wholesale market,2,,,,,,,Everyday,,3 times a week,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,0,4,Yes,1,0,80,,Made/receive calls,,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",3,10,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Husband major/ wife minor,One,No,No,Three or more,Brick/cement,Yes,Two or more,One,No,No
